Device_ID,IMEI NUMBERS,SIM CCID,"Burnin Test
Start date ","Burnin Test
End date ", HardWare Version, SoftWare Version,Temperature,Humidity,Luminosity, Latitute, Longitute,battery_value,message_counter,Burnin Test,Device Twins Config,Device Twins Test,Switch Test,Battery Status,Remarks,Wi-Fi SSID,Wi-Fi Password
67510B7024,862044067333836,8944501611212240146F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,70,15,13.0327,77.62757,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7025,862044067262407,8944501611211668933F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,69,15,13.03248,77.62774,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7026,862044067262498,8944501611211668750F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,69,15,13.0325,77.62784,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7027,862044067273396,8944501611211668214F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,70,15,13.03258,77.62808,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7028,862044067262522,8944501611211669121F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27,74,15,13.03262,77.62823,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7029,862044067343629,8944501611211661565F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,26.9,72.5,15,13.03249,77.62748,81,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B702A,862044067331202,8944501611212228562F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,73.5,15,13.0328,77.62744,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B702B,862044067332077,8944501611212228851F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,73.5,15,13.03251,77.62784,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B702C,862044067390737,8944501611211668198F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.8,73,15,13.03311,77.62843,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B702D,862044067298153,8944501611211739262F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,72,15,13.0325,77.62784,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B702E,862044067394788,8944501611211668719F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27,71.5,15,13.0322,77.62787,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B702F,862044067261805,8944501611211669329F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27.2,73,15,13.03241,77.62774,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7030,862044067325956,8944501611211850739F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,73,15,13.0327,77.62782,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7031,862044067302492,8944501611211853907F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,73,15,13.03235,77.62782,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7032,862044067360623,8944501611211734883F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.7,72.5,15,13.03247,77.62787,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7033,862044067393202,8944501611212244791F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.5,71,15,13.03255,77.62784,77,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7034,862044067325287,8944501611211850754F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.9,70.5,15,13.03269,77.62781,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7035,862044067262654,8944501611211669089F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,26.8,72,15,13.03253,77.62784,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7036,862044067394333,8944501611211668610F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27.1,72,15,13.03247,77.62783,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7037,862044067325279,8944501611211850762F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,73,15,13.03245,77.62785,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7038,862044067309513,8944501611211739544F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,73.5,15,13.03266,77.62781,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B703A,862044067268495,8944501611211747588F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,73,15,13.03247,77.62783,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B703B,862044067346309,8944501611211733109F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,73,15,13.03247,77.62785,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B703C,862044067395579,8944501611211734727F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.1,72.5,15,13.0327,77.62786,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B703D,862044067395926,8944501611212225154F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,71.8,15,13.03251,77.62784,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B703F,862044067332721,8944501611211651731F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,72.5,15,13.03275,77.62755,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7040,862044067311915,8944501611211738629F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,71.5,15,13.03284,77.62735,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7041,862044067302773,8944501611211853881F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,71,15,13.03436,77.62836,76,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7042,862044067270129,8944501611211857841F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,70.5,15,13.03258,77.62791,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7043,862044066970414,8944501611212231889F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.8,70.5,15,13.03277,77.62758,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7044,862044067270186,8944501611211857916F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27.1,71,15,13.03273,77.62777,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7045,862044067359740,8944501611211856140F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,72,15,13.03247,77.62782,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7046,862044067270335,8944501611211857973F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,72.5,15,13.0325,77.62783,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7047,862044067338652,8944501611212229438F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,71,15,13.03258,77.62781,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7048,862044067332432,8944501611212228828F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,71.5,15,13.03247,77.62783,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7049,862044067333935,8944501611212240138F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.1,70.5,15,13.03253,77.62782,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B704A,862044067325741,8944501611211850622F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,70.5,15,13.03254,77.62783,73,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B704B,862044067278254,8944501611211660401F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,70.5,15,13.0325,77.62784,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B704C,862044067298096,8944501611211739247F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,71,15,13.0325,77.62783,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B704D,862044067305909,8944501611211666606F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,70.5,15,13.03436,77.62836,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B704E,862044067274550,8944501611212228000F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26,71.5,15,13.0325,77.62783,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B704F,862044067315429,8944501611211910574F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,71,15,13.03253,77.62783,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7050,862044067311402,8944501611211739791F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.8,70.5,15,13.03258,77.62781,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7051,862044067282595,8944501611211650477F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27.1,71.5,15,13.03261,77.62778,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7052,862044067270442,8944501611211732671F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,70.5,15,13.03121,77.6279,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7053,862044067278403,8944501611211660542F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,70.5,15,13.03262,77.62777,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7054,862044067310644,8944501611211739841F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,70.5,15,13.0325,77.62784,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7055,862044066969325,8944501611211860068F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,70.5,15,13.03246,77.62777,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7056,862044067278072,8944501611211660138F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.1,70,15,13.03226,77.62784,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7057,862044067310693,8944501611211739817F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,69,15,13.03248,77.62773,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7058,862044067262290,8944501611211668818F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,70,15,13.03266,77.62776,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7059,862044067262332,8944501611211668768F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,70,15,13.0325,77.62783,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B705A,862044067312418,8944501611212241581F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,68.5,15,13.03254,77.62783,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B705B,862044067278080,8944501611211660088F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,70.5,15,13.03253,77.62784,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B705C,862044067278247,8944501611211660112F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.7,70,15,13.0325,77.62783,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B705D,862044067310834,8944501611212242134F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,26.5,71,15,13.03254,77.62784,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B705E,862044067344437,8944501611211661342F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,26.9,70.5,15,13.0324,77.62783,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B705F,862044066969176,8944501611211860100F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.8,69.5,15,13.0325,77.62783,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7060,862044067281100,8944501611211650493F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,69,15,13.03258,77.62781,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7061,862044067262811,8944501611211669246F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,70.5,15,13.03247,77.62788,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7062,862044067393723,8944501611212244692F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,69.5,15,13.0325,77.62784,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7063,862044067282116,8944501611211650071F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.9,72,15,13.0325,77.62784,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7064,862044067346416,8944501611212230535F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,72,15,13.03214,77.62784,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7065,862044067304787,8944501611211726699F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,26.9,72.5,15,13.03222,77.62784,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7066,862044067260245,8944501611211726707F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.8,71,15,13.03248,77.62773,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7067,862044067323282,8944501611211747273F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,71.5,15,13.03253,77.62784,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7068,862044067347695,8944501611211732804F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,71,15,13.03247,77.62784,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7069,862044067346432,8944501611212230600F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.2,70,15,13.0325,77.62783,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B706A,862044067332473,8944501611211651897F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,70.5,15,13.0325,77.62784,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B706B,862044067329859,8944501611211745251F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27.2,70.5,15,13.03258,77.62781,78,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B706C,862044067290390,8944501611211654750F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,66.5,15,13.0325,77.62783,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B706D,862044067348818,8944501611211726764F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,65,15,13.03246,77.62778,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B706E,862044067260492,8944501611212232903F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,65.5,15,13.03248,77.62783,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B706F,862044067389523,8944501611212225295F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.9,66,15,13.0325,77.62784,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7070,862044067260468,8944501611212232895F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,66.5,15,13.03248,77.62795,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7071,862044067305164,8944501611211726517F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,26,65.5,15,13.03218,77.62782,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7072,862044067389374,8944501611212225279F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,66.5,15,13.0325,77.62783,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7073,862044067393038,8944501611212244866F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.8,66,15,13.03254,77.62782,70,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7074,862044067369087,8944501611211745970F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,66,15,13.03267,77.62771,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7075,862044067284104,8944501611211725311F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,66.5,15,13.03254,77.62783,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7076,862044067352521,8944501611212231095F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.2,67.5,15,13.03254,77.62783,78,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7077,862044067323324,8944501611211747323F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,66.5,15,13.03247,77.62785,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7078,862044067332481,8944501611211651962F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27.2,66.5,15,13.03247,77.62783,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7079,862044066971743,8944501611212232374F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,67,15,13.03245,77.62784,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B707A,862044067330535,8944501611211745285F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,70.5,15,13.03248,77.62783,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B707B,862044067272034,8944501611211746242F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,70.5,15,13.03251,77.62784,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B707C,862044067334438,8944501611212229800F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.9,70.5,15,13.03436,77.62836,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B707D,862044067393541,8944501611212244510F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,69.5,15,13.0325,77.62783,73,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B707E,862044067292768,8944501611211740526F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,26.9,71,15,13.0325,77.62783,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B707F,862044067282181,8944501611211650162F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.7,69.5,15,13.0325,77.62784,71,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7080,862044067331467,8944501611212228513F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,69.5,15,13.03253,77.62783,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7081,862044067342746,8944501611211662456F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,69.5,15,13.0325,77.62784,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7082,862044067311873,8944501611211738603F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.1,68.5,15,13.0325,77.62783,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7083,862044067342647,8944501611211662464F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,70,15,13.03254,77.62783,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7084,862044067315874,8944501611211910582F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,71,15,13.03261,77.62778,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7085,862044067262340,8944501611211668792F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,69.5,15,13.03252,77.62783,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7086,862044067343926,8944501611211661573F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,69,15,13.0325,77.62784,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7087,862044067262381,8944501611211668941F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26,69.5,15,13.03253,77.62783,79,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7088,862044067334404,8944501611212240674F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,71,15,13.03256,77.62784,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7089,862044067346580,8944501611211732770F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.8,69.5,15,13.03247,77.62786,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B708A,862044067310263,8944501611211739437F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27.1,69.5,15,13.03252,77.62779,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B708B,862044066969283,8944501611211860076F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27,69.5,15,13.03279,77.62752,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B708C,862044067262530,8944501611211669105F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,70,15,13.03267,77.62769,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B708D,862044067325725,8944501611211850648F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,68.5,15,13.0325,77.62783,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B708E,862044067342159,8944501611212229388F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.2,69,15,13.03289,77.62897,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B708F,862044067395884,8944501611212225030F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.1,66.5,15,13.03436,77.62836,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7090,862044067298732,8944501611211739239F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,67.5,15,13.03233,77.62767,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7091,862044067333919,8944501611212240112F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,26.5,68.5,15,13.03234,77.62821,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7092,862044067279831,8944501611212247034F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,67,15,13.03279,77.6284,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7093,862044067394945,8944501611211668578F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,65.5,15,13.03277,77.62758,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7094,862044067390596,8944501611211668248F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,65.5,15,13.03271,77.62838,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7095,862044067342936,8944501611211662423F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,26.9,66,15,13.0325,77.62783,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7096,862044067395736,8944501611212225063F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,26.7,65.5,15,13.03264,77.62767,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7097,862044067278429,8944501611211660526F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,26.5,65.5,15,13.03267,77.62765,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7098,862044067395900,8944501611212225105F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.9,66.5,15,13.03269,77.62772,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B7099,862044067306394,8944501611212238769F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,26.8,65.5,15,13.03255,77.62782,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B709A,862044067297528,8944501611212242332F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,67.5,15,13.03253,77.62783,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B709B,862044067266473,8944501611211668677F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,67,15,13.0325,77.62785,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B709C,862044067262316,8944501611211668743F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.2,68,15,13.0325,77.62783,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B709D,862044067390679,8944501611211668206F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,68,15,13.0326,77.62775,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B709E,862044067279815,8944501611212247042F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27.2,67.5,15,13.03237,77.62794,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B709F,862044067390612,8944501611211668222F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,67,15,13.03247,77.62785,73,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B70B0,862044067373832,8944501611211856538F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27.1,66,15,13.03245,77.62773,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B70B1,862044067365390,8944501611211863088F,16-09-2023 13:49,16-09-2023 23:49,1,2.3,27,69,15,13.0325,77.62784,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B70B2,862044067370366,8944501611211731335F,16-09-2023 12:22,16-09-2023 22:22,1,2.3,27.2,69.5,15,13.03246,77.62773,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B70B3,862044067290325,8944501611211654925F,16-09-2023 11:16,16-09-2023 21:16,1,2.3,27,69,15,13.0325,77.62783,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B70B4,862044067270863,8944501611211858757F,16-09-2023 09:25,16-09-2023 19:25,1,2.3,27.2,69,15,13.03247,77.62785,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
